"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Employing Multi-agents in 3-D Game for Cognitive Stimulation","P. F. d. Abreu; V. M. B. Werneck; R. M. E. M. d. Costa; L. A. V. d. Carvalho","NA; Universidade do Estado do Rio de Janeiro, Computer Science Department, Rio de Janeiro, Brazil; Universidade do Estado do Rio de Janeiro, Computer Science Department, Rio de Janeiro, Brazil; NA","2011 XIII Symposium on Virtual Reality","14 Jul 2011","2011","","","73","78","Multi-agents are increasingly gaining the attention of researchers and developers of virtual games. The agents can control the user performance, adapting the interface and automatically changing the difficulty level of tasks. The objective of this paper is to describe the development of a game that combines the technologies of Virtual Reality and Multi-Agent. This system aims at improving the cognitive functions in patients with neuropsychiatric disorders. The integration of different technologies, the development methodology and the test procedures are described throughout the paper.","","978-0-7695-4445-8","10.1109/SVR.2011.32","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5951837","Virtual reality;Multi-Agents Systems;Serious Games;Cognitive Stimulation","Games;Virtual environment;Software;Multiagent systems;Navigation;Solid modeling","cognition;computer games;diseases;multi-agent systems;neurophysiology;user interfaces;virtual reality","multiagent system;3-D game;cognitive stimulation;virtual games;user performance;user interface;virtual reality;neuropsychiatric disorders","","6","","29","IEEE","14 Jul 2011","","","IEEE","IEEE Conferences"
"An Approach to Designing Next Generation User Interfaces for Public-Safety Organizations","J. G. Grandi; M. Ogren; R. Kopper","Duke University, Durham, NC, US; Duke University, Durham, NC, US; Duke University, Durham, NC, US","2019 IEEE Conference on Virtual Reality and 3D User Interfaces (VR)","15 Aug 2019","2019","","","944","945","High-speed broadband networks will enable public-safety organizations to handle critical situations that go beyond the common voice communication channel. In this paper, we present a user-centered approach that makes the deployment and adoption of next-generation user interfaces reflect the first responders' needs, requirements, and contexts of use. It is composed of four phases where we elicit requirements, iteratively prototype user interfaces, and evaluate our designs. In this process, public-safety organizations are always engaged, contributing through their feedback and evaluation. We will use immersive Virtual Reality to simulate the user interface designs. Within the virtual environment, it is possible to prototype several concepts before committing to a definitive interface. The solutions proposed will be instrumental for the adoption of next-generation user interfaces by the public safety community.","2642-5254","978-1-7281-1377-7","10.1109/VR.2019.8797895","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8797895","Human-centered computing;Human computer interaction (HCI);Interaction paradigms;Virtual reality","User interfaces;Safety;Next generation networking;Task analysis;Prototypes;Virtual reality;Medical services","broadband networks;user centred design;virtual reality;voice communication","public-safety organizations;high-speed broadband networks;user-centered approach;next-generation user interfaces;iteratively prototype user interfaces;user interface designs;public safety community;voice communication channel","","6","","4","IEEE","15 Aug 2019","","","IEEE","IEEE Conferences"
"Computational Requirements and Synchronization Issues for Virtual Acoustic Displays","N. Miner; T. Caudell","Intelligent Systems & Robotics Center Sandia National Laboratories, neminer@isrc.sandia.gov; EECE Department, University of New Mexico, tpc@eece.unm.edu","Presence","19 May 2014","1998","7","4","396","409","This paper addresses two main issues concerning virtual acoustic displays. First, we discuss the computational requirements including sound generation (or synthesis), environmental effects modeling, and three-dimensional (3-D) sound localization. The computational analysis reveals that acoustic processing delays of at least 66 ms are expected with today's technology. This analysis motivates the second issue: how much computational time is available for executing the acoustic process, assuming the requirement for perceptually perfect audiovisual synchronization? A psychoacoustic experiment designed to quantify the tolerable audiovisual delay indicates that an acoustic impact event must occur within an average of 175 ms of the visual event in order for the events to be perceived as synchronous. The most highly trained observers detect desynchrony with an audiovisual delay as low as 100 ms. The results of the computational requirement analysis and the psychoacoustic synchronization experiment provide important information for designers and researchers of virtual acoustic displays.","1054-7460","","10.1162/105474698565802","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6788177","","","","","","6","","","","19 May 2014","","","MIT Press","MIT Press Journals"
"Development of magnetic adhesion based climbing robot for non-destructive testing","M. O. Faruq Howlader; T. P. Sattar","Robotics and NDT Research Center, London South Bank University London, UK; Robotics and NDT Research Center, London South Bank University London, UK","2015 7th Computer Science and Electronic Engineering Conference (CEEC)","23 Nov 2015","2015","","","105","110","This paper investigates the effect of key design parameters involved in optimizing the adhesion force achieved from rare earth neodymium magnets. In order to generate high adhesion force by using minimum number of permanent magnets, criteria such as distance between multiple magnets, thickness of flux concentrator have been evaluated by implementing Finite Element Analysis (FEA). Results show that adhesion force increases with increased distance between magnets and by using thick magnetic flux concentrator. A prototype robot has been designed to validate the simulation results. Experiment vs simulation study presents similar results. The robot is controlled remotely via Bluetooth communication protocol and provides umbilical free access to the robot operator.","","978-1-4673-9481-9","10.1109/CEEC.2015.7332708","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7332708","rare earth magnets;finite element analysis;wall climbing robot;mobile robot","Adhesives;Magnetic flux;Force;Magnetic circuits;Climbing robots","adhesion;Bluetooth;finite element analysis;industrial robots;magnetic flux;mobile robots;neodymium;nondestructive testing;permanent magnets;telerobotics","magnetic adhesion based climbing robot;nondestructive testing;key design parameters;adhesion force;rare earth neodymium magnets;permanent magnets;flux concentrator;FEA;finite element analysis;thick magnetic flux concentrator;prototype robot;Bluetooth communication protocol;robot remote control;umbilical free access;robot operator","","6","","8","IEEE","23 Nov 2015","","","IEEE","IEEE Conferences"
"CAD to SIM: CAD Model Conversion for Dymola-based Mechatronic Simulation","T. Juhász; U. Schmucker","Fraunhofer Institute of Factory Operation and Automation, Magdeburg, Germany; Fraunhofer Institute of Factory Operation and Automation, Magdeburg, Germany","Tenth International Conference on Computer Modeling and Simulation (uksim 2008)","15 Apr 2008","2008","","","289","294","Virtual product development allows us to recognize and evaluate the characteristics of a new product on the basis of simulation at an early stage without having to build a physical prototype. Currently the most, widely spread CAE systems do not have multi-domain simulation support, nor do offer direct interfaces to external dynamic simulation applications. These systems disallow the complex simulation of the designed virtual product. Conversely, dynamic simulation of a detailed virtual prototype is required to maintain good correlation between the behaviour of the real product and its virtual counterpart. In this paper a largely automated workflow will be presented, how a convenient conversion can be achieved to Modelica models from the output of a CAD system considering Dymola-based multi-domain simulation.","","978-0-7695-3114-4","10.1109/UKSIM.2008.95","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4488946","Pro/Engineer;Mechatronics;Collision;Modelica;Dymola Simulation","Mechatronics;Mathematical model;Solid modeling;Power system modeling;Data engineering;Information geometry;XML;Design automation;Computational modeling;Computer simulation","","","","6","","7","IEEE","15 Apr 2008","","","IEEE","IEEE Conferences"
"Cloud-based remote virtual prototyping platform for embedded control applications: Cloud-based infrastructure for large-scale embedded hardware-related programming laboratories","S. Werner; A. Lauber; J. Becker; E. Sax","Institute for Information Processing Technologies (ITIV) Karlsruhe Institute of Technology (KIT) Karlsruhe, Germany; Institute for Information Processing Technologies (ITIV) Karlsruhe Institute of Technology (KIT) Karlsruhe, Germany; Institute for Information Processing Technologies (ITIV) Karlsruhe Institute of Technology (KIT) Karlsruhe, Germany; Institute for Information Processing Technologies (ITIV) Karlsruhe Institute of Technology (KIT) Karlsruhe, Germany","2016 13th International Conference on Remote Engineering and Virtual Instrumentation (REV)","31 Mar 2016","2016","","","168","175","The design and test of Multi-Processor System-on-Chip (MPSoCs) including software is one of the biggest challenges in today's system design. This applies in particular when short time-to-market constraints impose serious limitations on the exploration of the design space. The use of virtual platforms can help in decreasing the development cycles. In this paper, we present a cloud-based environment allowing the design of virtual platforms and prototyping of the system including complex software with prerecorded data or testbenches. Afterwards, the created design can also be synthesized for Xilinx FPGAs. Additionally, this paper presents the use of this remote virtual prototyping environment in a hardware-related programming laboratory with more than 350 participating undergraduate students. This large number of attendees leads to a lot of issues regarding the supervisory relationship as well as providing enough hardware resources in terms of boards. Nevertheless, we want to give the students hands-on experience when programming an embedded system on an FPGA-board. The cloud-based infrastructure allows us to respond to these difficulties by implementing a Software-in-the-Loop simulation based on an instruction set simulator. Doing so the students can design and implement their codes for the targeted architecture and prototype and debug it on a virtual platform. Since the course is mandatory we expect many students with limited experience about hardware-related programming. In this paper we show that especially these students will profit from the additional possibilities which are offered by a remotely available virtual prototyping platform.","","978-1-4673-8246-5","10.1109/REV.2016.7444459","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7444459","Rapid Prototyping;Virtual Platforms;Remote Prototyping;Remote laboratory;virtual laboratory;cloud-based services;OVP","Hardware;Laboratories;Computer architecture;Software;Field programmable gate arrays;Programming profession","cloud computing;computer aided instruction;control engineering computing;electronic engineering computing;electronic engineering education;embedded systems;field programmable gate arrays;further education;instruction sets;intelligent control;laboratories;virtual prototyping","cloud-based remote virtual prototyping platform;embedded control application;large-scale embedded hardware-related programming laboratory;multiprocessor system-on-chip;MPSoC;time-to-market constraint;Xilinx FPGA;undergraduate student;software-in-the-loop simulation;instruction set simulator","","5","","19","IEEE","31 Mar 2016","","","IEEE","IEEE Conferences"
"How developers believe Invisibility impacts NFRs related to User Interaction","R. M. Carvalho; R. M. C. Andrade; K. M. Oliveira","Computer Science Department (DC), Federal University of Ceará, Fortaleza, Brazil; Computer Science Department (DC), Federal University of Ceará, Fortaleza, Brazil; Laboratory of Industrial and Human Automation Control, Mechanical Engineering and Computer Science, Université Polytechnique Hauts-de-France, Valenciennes, LAMIH UMR CNRS 8201, France","2020 IEEE 28th International Requirements Engineering Conference (RE)","9 Oct 2020","2020","","","102","112","The advance of Ubiquitous Computing (UbiComp) and Internet of Things (IoT) brought a new set of Non-Functional Requirements (NFRs), especially related to Human-Computer Interaction (HCI). Invisibility is one of these NFRs, and it refers to either the merging of technology in the user environment or the decrease of the interaction workload. This new NFR may impact traditional NFRs (e.g., Usability), revealing positive correlations, when one NFR helps another, and negative correlations, when a procedure favors an NFR but creates difficulty for another one. Software engineers need to know about these correlations, so they can select appropriate strategies to satisfy Invisibility and traditional NFRs. Correlations between NFRs are usually stored in catalogs, which is a well-defined body of knowledge gathered from previous experience. Although Invisibility has been recently cataloged with development strategies, the literature still lacks catalogs with correlations for this NFR. Therefore, this work aims at capturing and cataloging invisibility correlations for UbiComp and IoT systems. To do that, we also propose to systematize the definition of correlations using the following well-defined research methods: Interview, Content Analysis and Questionnaire. As a result, we defined a catalog with 110 positive and negative correlations with 9 NFRs. This well-defined body of knowledge is useful for supporting software engineers to select strategies to satisfy Invisibility and other NFRs related to user interaction.","2332-6441","978-1-7281-7438-9","10.1109/RE48521.2020.00022","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9218217","invisibility;correlation;cooperation;conflict;non-functional requirement;catalog","Correlation;Pervasive computing;Usability;Interviews;Security;Internet of Things;Human computer interaction","formal specification;human computer interaction;Internet of Things;software engineering","user interaction;ubiquitous computing;UbiComp;nonfunctional requirements;human-computer interaction;user environment;interaction workload;invisibility correlations;Internet of Things;HCI;IoT systems;content analysis","","5","","48","IEEE","9 Oct 2020","","","IEEE","IEEE Conferences"
"Taxonomy of rapid-prototyping methods and tools","S. Asur; S. Hufnagel","Computer Science Engineering Department, University of Texas, Arlington, Arlington, TX, USA; Computer Science Engineering Department, University of Texas, Arlington, Arlington, TX, USA","[1993] Proceedings The Fourth International Workshop on Rapid System Prototyping","6 Aug 2002","1993","","","42","56","A prototype-based software development can complement or offer an alternative to traditional system development techniques. Software prototyping approaches are becoming more sophisticated and systems prototyping tools and techniques are rapidly evolving. The paper presents a survey of graphical and textual software prototyping approaches. The authors dwell on the respective representations, methods, and benefits. They give examples of typical software tools available to carry out system prototyping. A taxonomy of prototyping approaches is given.<>","","0-8186-4300-5","10.1109/IWRSP.1993.263196","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=263196","","Taxonomy;Software prototyping;Design engineering;Programming;Testing;Costs;Prototypes;Aerospace engineering;Aircraft propulsion;Computational modeling","software prototyping;software tools","software prototyping;Z;VDM;LOTOS;STATEMATE;CASE;rapid-prototyping methods;prototype-based software development;systems prototyping tools;software tools","","5","","59","IEEE","6 Aug 2002","","","IEEE","IEEE Conferences"
"How Developers Optimize Virtual Reality Applications: A Study of Optimization Commits in Open Source Unity Projects","F. Nusrat; F. Hassan; H. Zhong; X. Wang","Department of Computer Science, University of Texas at San Antonio; Department of Computer and Information Science, University of Michigan-Dearborn; Department of Computer Science and Engineering, Shanghai Jiao Tong University; Department of Computer Science, University of Texas at San Antonio","2021 IEEE/ACM 43rd International Conference on Software Engineering (ICSE)","7 May 2021","2021","","","473","485","Virtual Reality (VR) is an emerging technique that provides immersive experience for users. Due to the high computation cost of rendering real-time animation twice (for both eyes) and the resource limitation of wearable devices, VR applications often face performance bottlenecks and performanceoptimization plays an important role in VR software develop-ment. Performance optimizations of VR applications can be very different from those in traditional software as VR involves more elements such as graphics rendering and real-time animation. In this paper, we present the first empirical study on 183 real-world performance optimizations from 45 VR software projects. In particular, we manually categorized the optimizations in to 11 categories, and applied static analysis to identify how they affect different life-cycle phases of VR applications. Furthermore, we studied the complexity and design / behavior effects of performance optimizations, and how optimizations are different between large organizational software projects and smaller personal software projects. Our major findings include: (1) graphics simplification (24.0%), rendering optimization (16.9%), language / API optimization (15.3%), heap avoidance (14.8%), and valuecaching (12.0%) are the most common categories of performance optimization in VR applications; (2) game logic updates (30.4%) and before-scene initialization (20.0%) are the most common life-cycle phases affected by performance issues; (3) 45.9% of the optimizations have behavior and design effects and 39.3% of the optimizations are systematic changes; (4) the distributionsof optimization classes are very different between organizational VR projects and personal VR projects.","1558-1225","978-1-6654-0296-5","10.1109/ICSE43902.2021.00052","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9402052","Empirical Study;Virtual Reality;Performance Optimization","Rendering (computer graphics);Animation;Software;Real-time systems;Complexity theory;Optimization;Software engineering","application program interfaces;program diagnostics;rendering (computer graphics);virtual reality","optimization commits;open source unity projects;real-time animation;VR applications;performance bottlenecks;VR software development;performance optimization;real-world performance optimizations;VR software projects;life-cycle phases;organizational software projects;organizational VR projects;personal VR projects;virtual reality applications;optimization classes;personal software projects","","5","","60","IEEE","7 May 2021","","","IEEE","IEEE Conferences"
"Services and applications: requirements and realizations in the UMTS era","A. Munro; E. Guelen; M. Deguine; G. Melpignano; A. Martinez","Bristol University, UK; NA; Bouygues Group, France; Datanord Multimedia, Italy; Sistemas Expertos A","IEEE Communications Magazine","6 Aug 2002","1998","36","2","118","126","The ACTS program is moving the results of the R&D of the parent RACE program nearer to realization through technology and user trials. Particularly in the mobile domain of ACTS, several projects have been investigating the user dimension in the context of the third-generation Universal Mobile Telecommunications Service. Results so far suggest many opportunities to broaden participation, exploit the inherent benefits of the mobile environment, and take advantage of the enormous improvements in wireless communications to realize the potential of global multimedia mobility. This article considers the needs of users for mobile multimedia applications and the consequences of those needs on the equipment, supporting services and teleservices, and communications bearers.","1558-1896","","10.1109/35.648778","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=648778","","3G mobile communication;Mobile communication;GSM;Business communication;Context;Costs;Bandwidth;Local area networks;Medical services;Context-aware services","multimedia communication;land mobile radio;digital radio","UMTS;ACTS program;RACE program;user trials;third-generation Universal Mobile Telecommunications Service;multimedia mobility;mobile multimedia applications;equipment;supporting services;teleservices;communications bearers","","5","","4","IEEE","6 Aug 2002","","","IEEE","IEEE Magazines"
"Quantifying data rate and bandwidth requirements for immersive 5G experience","Yinan Qi; M. Hunukumbure; M. Nekovee; J. Lorca; V. Sgardoni","Samsung Electronics R&D Institute UK, Staines, Middlesex, UK; Samsung Electronics R&D Institute UK, Staines, Middlesex, UK; Samsung Electronics R&D Institute UK, Staines, Middlesex, UK; Telefónica I+D - GCTO, Madrid, Spain; Department of Electrical and Electronic Engineering, University of Bristol, Bristol, UK","2016 IEEE International Conference on Communications Workshops (ICC)","7 Jul 2016","2016","","","455","461","The proliferation of smartphones/mobile devices that support a wide range of broadband applications and services has driven the volume of mobile data traffic to an unprecedented high level, requiring a next generation mobile communication system, i.e., the fifth generation (5G). Millimeter wave bands, due to the large available spectrum bandwidth, are considered as one of the most promising approaches to significantly boost the capacity. In this paper, we define a typical use case envisaged in the early stage of the 5G system rollout, where users can experience 100M+ data rate in the target area and at the same time enjoy services demanding extremely high data rates, such as virtual reality and ultra-high definition video. We then break down the use case into four different traffic types: web browsing, content sharing, virtual reality experience and ultra-high definition video, and derive and analyze the distributions of the required instantaneous data rates for each individual traffic type. Finally, we consider the case where multiple users with mixture of traffic types are simultaneously active and analyze the overall data rate and bandwidth requirements to support such a scenario.","","978-1-5090-0448-5","10.1109/ICCW.2016.7503829","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7503829","5G;extreme data rate;immersive experience;millimeter wave;small cells;usage distribution functions","5G mobile communication;Bandwidth;Random variables;Image color analysis;Virtual reality;Solid modeling","5G mobile communication;mobile communication;next generation networks;smart phones;telecommunication traffic","5G;smartphones;mobile devices;mobile data traffic;next generation mobile communication system;virtual reality;ultra-high definition video;web browsing;content sharing","","5","","16","IEEE","7 Jul 2016","","","IEEE","IEEE Conferences"
"A direct manipulation interface for time navigation in scientific visualizations","M. Wolter; B. Hentschel; I. Tedjo-Palczynski; T. Kuhlen","Virtual Reality Group-JARA, RWTH Aachen University, Germany; Virtual Reality Group-JARA, RWTH Aachen University, Germany; Virtual Reality Group-JARA, RWTH Aachen University, Germany; Virtual Reality Group-JARA, RWTH Aachen University, Germany","2009 IEEE Symposium on 3D User Interfaces","19 May 2009","2009","","","11","18","Scientific visualization tools are applied to gain understanding of time-varying simulations. When these simulations have a high temporal resolution or simulate a long time span, efficient navigation in the temporal dimension of the visualization is mandatory. For this purpose, we propose direct manipulation of visualization objects to control time. By dragging objects along their three-dimensional trajectory, a user can navigate in time by specifying spatial input. We propose two interaction techniques for different kinds of trajectories. In the design phase of these methods, we conducted expert evaluations. To show the benefits of the techniques, we compare them in a user study with the traditional slider-based interface.","","978-1-4244-3965-2","10.1109/3DUI.2009.4811199","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4811199","Time Navigation;Scientific Visualization","Navigation;Visualization;Virtual environment;User interfaces;Application software;Usability;Computer interfaces;Computational modeling;Computer simulation;Measurement","","","","5","","18","IEEE","19 May 2009","","","IEEE","IEEE Conferences"
"Key applications for high-assurance systems","I-Ling Yen; R. Paul","University of Technology, Dallas, USA; US Department of Defense, USA","Computer","6 Aug 2002","1998","31","4","35","36","The paper consists of project summaries concerning high-assurance systems. Those who are grappling with practical high-assurance design issues report their strategies, the problems they solved, and the challenges that remain. The six summaries represent a cross-section of projects and domains with some strikingly similar challenges. Although they address diverse domains, these reports reveal a set of common criteria for high assurance. Generally speaking, the critical criteria are reliability, availability, safety, timeliness, security and evolvability.","1558-0814","","10.1109/2.666841","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=666841","","Monitoring;Nuclear weapons;Hardware;Software safety;Laboratories;Sockets;Missiles;US Department of Energy;Availability;National security","safety-critical software;software fault tolerance;security of data","high assurance system applications;project summaries;system design;software reliability;availability;safety;timeliness;security;evolvability","","5","","20","IEEE","6 Aug 2002","","","IEEE","IEEE Magazines"
"Knowledge-Based Integration Between Virtual and Physical Prototyping for Identifying Behavioral Constraints of Embedded Real-Time Systems","L. Rai; S. J. Kang","Intelligent Robot Research Center, Soongsil University, Seoul, South Korea; School of Electrical Engineering and Computer Science, Kyungpook National University, Daegu, South Korea","IEEE Transactions on Systems, Man, and Cybernetics - Part A: Systems and Humans","16 Jun 2009","2009","39","4","754","769","Rapid prototyping methods are in need of autonomous decision making and analysis during the product development stages so that the ldquotime-to-marketrdquo can be reduced faster than traditional product development methodologies. Therefore, new methods of prototyping are inevitably essential. This paper proposes an approach to utilize the benefits of virtual prototyping (VP) and physical prototyping (PP) methodologies by integrating them into knowledge-based systems (KBSs) by providing seamless connection. This approach is termed autonomous integrated prototyping. The main contribution of this paper is the development of an intelligent system architecture to facilitate and guide the product development autonomously and simultaneously in both VP and PP environments. The seamless connection between VP and PP, along with KBSs, enables the exploration of new behaviors of developing systems and analyzing different behaviors. The architecture is applicable to embedded real-time systems (ERTSs), sensor applications, robotics, and ubiquitous applications where system interaction with the external environment is necessary.","1558-2426","","10.1109/TSMCA.2009.2019892","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4982723","Embedded systems;evolutionary prototyping (EP);industrial automation;real-time systems;reconfigurable hardware;virtual prototyping (VP)","Virtual prototyping;Real time systems;Prototypes;Product development;Robotics and automation;Knowledge based systems;Sensor systems and applications;Service robots;Robot sensing systems;Hardware","embedded systems;knowledge based systems;ubiquitous computing;virtual reality","knowledge-based integration;embedded real-time system;autonomous decision making;product development;time-to-market;virtual prototyping;physical prototyping;knowledge-based system;intelligent system architecture;robotics;ubiquitous application","","5","","26","IEEE","27 May 2009","","","IEEE","IEEE Journals"
"Research on Management System of Disaster Prevention and Relief Based on Building Information Modeling","K. Hu; M. Chen; S. -X. Duan; Y. Teng; Y. -B. Peng","BIM Division, Shanghai Internet Software Co., Ltd., Shanghai, PR China; BIM Division, Shanghai Internet Software Co., Ltd., Shanghai, PR China; BIM Division, Shanghai Internet Software Co., Ltd., Shanghai, PR China; BIM Division, Shanghai Internet Software Co., Ltd., Shanghai, PR China; Shanghai Institute of Disaster Prevention, Relief Tongji University, Shanghai, PR China","2016 International Conference on Information System and Artificial Intelligence (ISAI)","16 Jan 2017","2016","","","232","235","In China, casualties and economic losses are increasing due to disasters recent year. To enhance the ability of disaster prevention and relief, it is necessary to develop the management system of disaster prevention and relief based on building information modeling. The system will be much more intuitive than before with the BIM technology and all the data can be stored in BIM model. This paper discusses about how to develop such a management system. Considering the advantage and disadvantage of B/S and C/S structure, B/S structure is used in our system. We separate the data from the model and import the data into the relational database for management. To utilize the strength of GIS, we combined the geometric solid model with triangulated irregular network model in the system. And the system also provides some useful function to the users such as disaster simulation, public education, escape route analysis etc, which can offer strong support to emergency response, command dispatching and decision analysis.","","978-1-5090-1585-6","10.1109/ISAI.2016.0057","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7816710","BIM;disaster simulation;early warning;crashrescue","Solid modeling;Data models;Servers;Buildings;Emergency services;Internet;Government","building management systems;emergency management;geographic information systems","disaster prevention management system;relief management system;building information modeling;China;BIM technology;BIM model;C/S structure;B/S structure;relational database;GIS;geometric solid model;triangulated irregular network model;emergency response;command dispatching;decision analysis","","5","","7","IEEE","16 Jan 2017","","","IEEE","IEEE Conferences"
"Software-Defined Service Networking: Runtime Sharing with Performance Differentiation in Multi-tenant SaaS Applications","I. Kumara; J. Han; A. Colman; M. Kapuruge","School of Software and Electrical Engineering, Swinburne University of Technology, Melbourne, Australia; School of Software and Electrical Engineering, Swinburne University of Technology, Melbourne, Australia; School of Software and Electrical Engineering, Swinburne University of Technology, Melbourne, Australia; School of Software and Electrical Engineering, Swinburne University of Technology, Melbourne, Australia","2015 IEEE International Conference on Services Computing","20 Aug 2015","2015","","","210","217","A service-based SaaS application can achieve economies of scale by sharing partner services between tenants at runtime, following the Single-Instance Multi-Tenancy (SIMT) model. However, supporting runtime sharing with tenant-specific functional and performance variations in an SIMT application is challenging. We propose an approach, Software-Defined Service Networking (SDSN), to addressing this challenge. SDSN realizes an SIMT application with a managed service network (SN) and a set of managed virtual service networks (VSNs) that share the SN. The SN connects a set of services according to their capability and interoperability. To achieve the requirements of a particular tenant, a VSN uses a subset of the services under a particular architecture and a control policy. We describe how the SN and its VSNs are designed and enacted to achieve the SIMT objectives. We show the feasibility of the SDSN, demonstrate the utilization benefits it achieves, and quantify the runtime overhead it incurs.","","978-1-4673-7281-7","10.1109/SCC.2015.37","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7207355","Virtual Service Network;Multi-Tenant;SaaS;Cloud Service;Software-Defined Network","Tin;Collaboration;Vehicles;Throughput;Runtime;Contracts","cloud computing;computer network management;open systems;software architecture;software defined networking","software-defined service networking;runtime sharing;performance differentiation;multitenant SaaS applications;service-based SaaS application;economies of scale;partner services sharing;single-instance multitenancy model;SIMT model;SDSN;service network management;SN management;virtual service networks;VSN;interoperability;architecture;control policy;SIMT objectives;runtime overhead","","5","","31","IEEE","20 Aug 2015","","","IEEE","IEEE Conferences"
"Joint Optimization of Energy Efficiency and Scheduling Strategies for Side-Link Relay System","V. K. Shrivastava; P. Makhija; R. Raj","Samsung Electron., Bangalore, India; Samsung Electronics, Bangalore, India; Samsung Electronics, Bangalore, India","2017 IEEE Wireless Communications and Networking Conference (WCNC)","11 May 2017","2017","","","1","6","Side-link relay system is targeted to provide critical public safety and broadcast services to extended coverage regions. It is also seen as an enabler for future communication systems supporting vehicular communication like V2V, V2X and as a compliment technique to extend 5G coverage. Enhanced system performance in terms of energy efficiency for overall system (both relay amp;amp; remote UEs) and scheduling strategies while enabling end-to-end QoS is of paramount importance in relay system. The paper targets this twin challenge and proposes novel architecture aspects as well as new approaches for discovery and communication scheduling enabling optimum system performance with DRX alignment and meeting varied QoS targets. Congestion handling during system overload situations is also addressed. Simulation results show proposed QoS scheduling algorithms that consider DRX function achieve substantial gains over the standard QoS-aware algorithm. Results provided derive significant insights for side-link relay system design and implementation.","1558-2612","978-1-5090-4183-1","10.1109/WCNC.2017.7925661","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7925661","","Relays;Quality of service;5G mobile communication;Device-to-device communication;Long Term Evolution;Data aggregation;Wireless LAN","broadcast communication;energy conservation;optimisation;quality of service;relay networks (telecommunication);telecommunication power management;telecommunication scheduling;vehicular ad hoc networks","energy efficiency and scheduling strategy joint optimization;side-link relay system;critical public safety;broadcast services;vehicular communication;extend 5G coverage;end-to-end QoS;communication scheduling;DRX alignment;congestion handling;QoS scheduling algorithms;QoS-aware algorithm","","5","1","9","IEEE","11 May 2017","","","IEEE","IEEE Conferences"
"A UML approach for designing a VR-based smart learning environment for programming education","F. J. Agbo; S. Sunday Oyelere; N. Bouali","School of Computing, University of Eastern Finland, Joensuu, Finland; School of Computing, University of Eastern Finland, Joensuu, Finland; School of Computing, University of Eastern Finland, Joensuu, Finland","2020 IEEE Frontiers in Education Conference (FIE)","4 Dec 2020","2020","","","1","5","This study is a work in progress that aims to design and implement a smart learning environment based on virtual reality technology to aid the teaching and learning of programming concepts. The paper followed the approach of designing and modelling of requirement specification for the intended smart platform. This modelling approach is desirable in satisfying activities that engender the design and prototyping of the smart learning environment based on the design science research method. The study discusses the proposed architecture of the system, modelled the system with UML, presents a scenario-based model for teaching and learning of programming concepts, and connect the outcome to the future research.","2377-634X","978-1-7281-8961-1","10.1109/FIE44824.2020.9273956","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9273956","Smart learning environment;UML;programming;computing education;virtual reality;VR","Unified modeling language;Programming profession;Games;Education;Solid modeling;Rivers;Prototypes","computer aided instruction;computer science education;teaching;Unified Modeling Language;virtual reality","intended smart platform;design science research method;scenario-based model;teaching;programming concepts;UML approach;VR-based smart learning environment;programming education;virtual reality technology;designing modelling","","5","","29","IEEE","4 Dec 2020","","","IEEE","IEEE Conferences"
